,,,,,,,,,,% of FGA by Distance,,,,,,FG% by Distance,,,,,,% of FG Ast'd,,Dunks,,Corner 3s,,Heaves,,
114,Zach Randolph,34,MEM,PF,68,53,2016,0.475,8.6,0.971,0.314,0.31,0.103,0.245,0.029,0.482,0.604,0.423,0.462,0.41,0.231,0.478,0.833,0.001,1,0.077,0.5,3,0,
115,Steven Adams,22,OKC,C,80,80,2014,0.613,2.2,1,0.721,0.258,0.016,0.005,0,0.613,0.655,0.5,0.571,0.5,,0.762,,0.277,101,,,0,0,
116,Ryan Anderson,27,NOP,PF,66,7,2008,0.427,15.3,0.615,0.227,0.097,0.112,0.179,0.385,0.466,0.521,0.433,0.375,0.47,0.366,0.444,0.924,0.02,16,0.165,0.322,5,0,6MOY-6
117,Zaza Pachulia,31,DAL,C,76,69,2004,0.466,5.9,0.994,0.523,0.2,0.147,0.123,0.006,0.469,0.589,0.383,0.29,0.31,0,0.68,,0.03,13,0,,3,0,
118,Derrick Favors,24,UTA,PF,62,59,1983,0.515,7.7,0.995,0.38,0.21,0.249,0.157,0.005,0.518,0.714,0.453,0.391,0.331,0,0.646,,0.107,85,0,,2,0,
119,Tony Parker,33,SAS,PG,72,72,1980,0.493,10.5,0.908,0.311,0.173,0.141,0.285,0.092,0.501,0.615,0.431,0.42,0.455,0.415,0.279,0.815,0,0,0.692,0.356,0,0,
120,Dante Cunningham,28,NOP,SF,80,46,1971,0.451,14.5,0.578,0.296,0.083,0.039,0.163,0.422,0.55,0.705,0.235,0.5,0.433,0.316,0.855,1,0.066,24,0.615,0.336,2,0,
121,Isaiah Canaan,24,PHI,SG,77,39,1966,0.36,19,0.328,0.13,0.096,0.047,0.057,0.672,0.354,0.489,0.261,0.294,0.244,0.363,0.417,0.744,0,0,0.198,0.406,0,0,
122,Nerlens Noel,21,PHI,C,67,62,1965,0.521,5.1,0.997,0.545,0.228,0.106,0.118,0.003,0.521,0.716,0.306,0.306,0.232,0.5,0.669,1,0.278,151,0,,0,0,
123,Garrett Temple,29,WAS,SF,80,43,1951,0.398,15.7,0.489,0.261,0.071,0.046,0.113,0.511,0.453,0.561,0.306,0.348,0.333,0.345,0.571,0.944,0.026,13,0.457,0.364,1,0,
124,Taj Gibson,30,CHI,PF,73,55,1936,0.526,5.8,0.994,0.524,0.188,0.16,0.124,0.006,0.529,0.63,0.447,0.388,0.403,0,0.643,,0.152,71,0,,0,0,
125,Rudy Gobert,23,UTA,C,61,60,1932,0.559,1.8,1,0.802,0.175,0.006,0.017,0,0.559,0.641,0.226,0,0.333,,0.626,,0.297,96,,,0,0,DPOY-7
126,Jared Sullinger,23,BOS,PF,81,73,1915,0.435,11.3,0.872,0.292,0.202,0.092,0.287,0.128,0.458,0.591,0.399,0.351,0.398,0.282,0.609,1,0.009,7,0.019,0.5,2,0,
127,Lou Williams,29,LAL,SG,67,35,1907,0.408,16.3,0.538,0.153,0.126,0.121,0.14,0.462,0.464,0.594,0.437,0.345,0.443,0.344,0.295,0.655,0.009,4,0.259,0.361,1,0,
128,Robert Covington,25,PHI,SF,67,49,1903,0.385,18.5,0.323,0.19,0.083,0.027,0.024,0.677,0.452,0.593,0.237,0.211,0.353,0.353,0.558,0.947,0.015,9,0.137,0.333,3,1,
129,Ersan İlyasova,28,2TM,PF,74,56,1881,0.424,13.2,0.608,0.292,0.124,0.05,0.144,0.392,0.458,0.57,0.317,0.394,0.368,0.371,0.641,0.927,0.003,1,0.131,0.353,0,0,
129,Ersan İlyasova,28,DET,PF,52,52,1434,0.425,14.6,0.577,0.266,0.126,0.049,0.136,0.423,0.471,0.593,0.297,0.44,0.406,0.363,0.638,0.936,0.002,0,0.14,0.333,0,0,
129,Ersan İlyasova,28,ORL,PF,22,4,447,0.418,11.8,0.712,0.379,0.118,0.052,0.17,0.288,0.422,0.517,0.389,0.25,0.269,0.409,0.652,0.889,0.007,1,0.091,0.5,0,0,
130,Omri Casspi,27,SAC,PF,69,21,1880,0.481,13,0.559,0.28,0.256,0.023,0.003,0.441,0.537,0.661,0.44,0.214,0,0.409,0.663,0.857,0.05,29,0.168,0.435,1,0,
131,Roy Hibbert,29,LAL,C,81,81,1878,0.443,8.3,0.995,0.297,0.299,0.146,0.253,0.005,0.445,0.623,0.341,0.383,0.394,0,0.61,,0.085,33,0,,0,0,
132,Brandon Knight,24,PHO,SG,52,50,1870,0.415,15.5,0.608,0.199,0.132,0.068,0.21,0.392,0.461,0.624,0.407,0.361,0.372,0.342,0.251,0.608,0.006,5,0.134,0.468,1,0,
133,Matthew Dellavedova,25,CLE,PG,76,14,1867,0.405,15.9,0.532,0.092,0.241,0.135,0.065,0.468,0.401,0.489,0.398,0.304,0.485,0.41,0.321,0.806,0,0,0.172,0.488,0,0,
134,Aaron Gordon,20,ORL,PF,78,37,1863,0.473,10.3,0.755,0.454,0.105,0.086,0.112,0.245,0.531,0.654,0.344,0.34,0.338,0.296,0.517,0.976,0.131,72,0.38,0.315,5,0,
135,Kobe Bryant,37,LAL,SF,66,66,1863,0.358,17.3,0.58,0.093,0.102,0.173,0.213,0.42,0.41,0.644,0.398,0.411,0.312,0.285,0.328,0.692,0.004,5,0.126,0.322,1,0,AS
136,Doug McDermott,24,CHI,SF,81,4,1861,0.452,14.5,0.598,0.242,0.126,0.093,0.137,0.402,0.47,0.577,0.37,0.467,0.375,0.425,0.757,0.982,0.019,12,0.282,0.411,0,0,
137,Danilo Gallinari,27,DEN,SF,53,53,1839,0.41,14.5,0.659,0.297,0.071,0.061,0.226,0.341,0.434,0.538,0.24,0.302,0.399,0.364,0.46,0.885,0.061,40,0.121,0.345,3,1,
138,Jrue Holiday,25,NOP,PG,65,23,1831,0.439,12.3,0.723,0.29,0.164,0.149,0.121,0.277,0.478,0.576,0.418,0.446,0.363,0.336,0.207,0.517,0.011,10,0.127,0.212,2,1,6MOY-16
139,Alex Len,22,PHO,C,78,46,1821,0.423,6.9,0.989,0.442,0.224,0.128,0.192,0.011,0.426,0.572,0.279,0.3,0.35,0.143,0.669,1,0.16,89,0.571,0.25,0,0,
140,Ian Mahinmi,29,IND,C,71,71,1816,0.589,3.8,1,0.627,0.248,0.04,0.085,0,0.589,0.69,0.486,0.222,0.316,,0.758,,0.123,51,,,0,0,
141,Nik Stauskas,22,PHI,SG,73,35,1809,0.385,16.8,0.404,0.251,0.057,0.026,0.07,0.596,0.473,0.547,0.29,0.357,0.395,0.326,0.558,0.915,0.039,18,0.323,0.343,0,0,
142,Bismack Biyombo,23,TOR,C,82,22,1808,0.542,3.5,0.997,0.656,0.205,0.101,0.035,0.003,0.544,0.64,0.322,0.448,0.3,0,0.737,,0.299,78,0,,0,0,
143,Amir Johnson,28,BOS,PF,79,76,1800,0.585,5.2,0.899,0.547,0.305,0.035,0.014,0.101,0.624,0.712,0.508,0.4,0.333,0.233,0.665,1,0.134,56,0.233,0.5,1,0,
144,Chandler Parsons,27,DAL,SF,61,51,1799,0.492,13.6,0.614,0.3,0.138,0.052,0.126,0.386,0.54,0.713,0.322,0.412,0.415,0.414,0.481,0.865,0.034,22,0.175,0.5,3,0,
145,Marc Gasol,31,MEM,C,52,52,1791,0.464,10.2,0.996,0.164,0.328,0.24,0.263,0.004,0.463,0.595,0.448,0.424,0.435,0.667,0.69,1,0.031,19,0.333,0,0,0,
146,Chris Bosh,31,MIA,PF,53,53,1778,0.467,14.5,0.711,0.206,0.086,0.149,0.27,0.289,0.508,0.715,0.364,0.456,0.425,0.365,0.606,0.975,0.034,25,0.257,0.386,0,0,AS
147,Cody Zeller,23,CHO,C,73,60,1774,0.529,4.9,0.977,0.648,0.151,0.041,0.137,0.023,0.539,0.64,0.439,0.222,0.267,0.1,0.787,1,0.195,78,0.2,0.5,0,0,
148,Mike Conley,28,MEM,PG,56,56,1761,0.422,13.5,0.691,0.261,0.139,0.115,0.175,0.309,0.449,0.544,0.402,0.4,0.377,0.363,0.273,0.782,0.001,1,0.177,0.421,2,0,
149,Thabo Sefolosha,31,ATL,SF,75,11,1758,0.505,12.1,0.667,0.417,0.067,0.048,0.137,0.333,0.589,0.665,0.44,0.444,0.471,0.339,0.705,0.952,0.043,16,0.508,0.444,2,1,
150,Shane Larkin,23,BRK,PG,78,17,1751,0.442,11.9,0.785,0.319,0.149,0.1,0.217,0.215,0.464,0.6,0.427,0.34,0.349,0.361,0.339,0.59,0,0,0.194,0.286,0,0,
151,Terrence Ross,24,TOR,SF,73,7,1747,0.431,18.9,0.458,0.086,0.061,0.123,0.19,0.542,0.484,0.704,0.474,0.468,0.395,0.386,0.54,0.947,0.035,22,0.295,0.38,2,0,
152,Nikola Jokić,20,DEN,C,80,55,1733,0.512,7.6,0.86,0.418,0.293,0.078,0.068,0.14,0.541,0.622,0.477,0.447,0.415,0.333,0.595,0.929,0.018,11,0.143,0.333,0,0,ROY-3
153,Andre Iguodala,32,GSW,SF,65,1,1732,0.478,14.5,0.582,0.31,0.063,0.073,0.136,0.418,0.57,0.728,0.348,0.407,0.4,0.351,0.631,0.944,0.141,49,0.377,0.431,3,0,6MOY-2
154,Enes Freedom,23,OKC,C,82,1,1721,0.576,4.9,0.971,0.62,0.159,0.12,0.072,0.029,0.579,0.65,0.447,0.512,0.365,0.476,0.594,1,0.065,42,0.762,0.5,1,0,6MOY-3
155,Frank Kaminsky,22,CHO,C,81,3,1708,0.41,12.6,0.615,0.331,0.187,0.04,0.057,0.385,0.455,0.523,0.408,0.238,0.367,0.337,0.578,0.985,0.034,15,0.129,0.269,1,0,
156,Bradley Beal,22,WAS,SG,55,35,1708,0.449,14.5,0.661,0.229,0.114,0.139,0.179,0.339,0.481,0.639,0.451,0.405,0.357,0.387,0.429,0.8,0.029,21,0.155,0.429,2,0,
157,Kenneth Faried,26,DEN,PF,67,64,1694,0.558,3.5,0.997,0.645,0.251,0.045,0.056,0.003,0.558,0.634,0.452,0.321,0.343,0.5,0.684,1,0.166,96,0.5,1,1,0,
158,Stanley Johnson,19,DET,SF,73,6,1687,0.375,13.2,0.658,0.255,0.173,0.117,0.113,0.342,0.41,0.569,0.308,0.357,0.265,0.307,0.346,0.889,0.02,10,0.4,0.378,3,0,
159,Mirza Teletović,30,PHO,PF,79,1,1686,0.427,17.9,0.408,0.129,0.134,0.069,0.076,0.592,0.476,0.67,0.413,0.37,0.356,0.393,0.536,0.95,0.013,10,0.096,0.364,1,0,6MOY-16
160,Ed Davis,26,POR,PF,81,0,1684,0.611,2,1,0.748,0.24,0.012,0,0,0.611,0.659,0.469,0.5,,,0.583,,0.131,40,,,0,0,6MOY-8
161,Shabazz Muhammad,23,MIN,SF,82,0,1682,0.465,9.6,0.777,0.373,0.232,0.094,0.078,0.223,0.516,0.65,0.418,0.359,0.358,0.289,0.615,1,0.093,60,0.421,0.406,1,0,
162,Marco Belinelli,29,SAC,SG,68,7,1672,0.386,19.7,0.532,0.068,0.052,0.066,0.346,0.468,0.456,0.767,0.303,0.405,0.427,0.306,0.805,0.912,0.008,5,0.152,0.4,5,0,
163,Corey Brewer,29,HOU,SF,82,12,1669,0.384,13.1,0.594,0.33,0.149,0.051,0.065,0.406,0.46,0.593,0.268,0.393,0.278,0.272,0.682,0.951,0.029,15,0.625,0.293,9,0,
164,Ramon Sessions,29,WAS,PG,82,5,1667,0.473,8.6,0.813,0.434,0.216,0.105,0.057,0.188,0.507,0.576,0.375,0.468,0.559,0.324,0.426,0.889,0.029,15,0.243,0.407,0,0,
165,J.J. Barea,31,DAL,PG,74,16,1667,0.446,13.5,0.634,0.193,0.243,0.113,0.086,0.366,0.481,0.591,0.405,0.525,0.393,0.385,0.189,0.57,0,0,0.146,0.342,1,0,6MOY-12
166,Marcus Smart,21,BOS,PG,61,10,1667,0.348,14.4,0.544,0.291,0.146,0.053,0.055,0.456,0.427,0.513,0.312,0.393,0.31,0.253,0.39,0.738,0.013,5,0.245,0.203,4,0,
167,Kyrie Irving,23,CLE,PG,53,53,1667,0.448,13.2,0.702,0.243,0.164,0.131,0.166,0.298,0.502,0.584,0.403,0.504,0.473,0.321,0.206,0.595,0.001,1,0.218,0.386,0,0,
168,Wesley Johnson,28,LAC,SF,80,9,1666,0.404,18.9,0.4,0.14,0.037,0.047,0.177,0.6,0.51,0.708,0.474,0.458,0.374,0.333,0.867,0.981,0.045,20,0.424,0.42,0,0,
169,Patty Mills,27,SAS,PG,81,3,1662,0.425,18.7,0.477,0.142,0.028,0.034,0.273,0.523,0.469,0.655,0.294,0.429,0.395,0.384,0.438,0.846,0,0,0.253,0.37,2,0,
170,Michael Carter-Williams,24,MIL,PG,54,37,1649,0.452,8.6,0.901,0.351,0.27,0.135,0.144,0.099,0.472,0.569,0.46,0.347,0.375,0.273,0.36,0.733,0.05,24,0.255,0.357,1,0,
171,Nikola Mirotić,24,CHI,PF,66,38,1646,0.407,17.3,0.432,0.21,0.074,0.053,0.095,0.568,0.43,0.602,0.222,0.156,0.362,0.39,0.69,0.948,0.021,11,0.228,0.443,2,0,
172,Randy Foye,32,2TM,SG,81,8,1642,0.351,17.3,0.481,0.195,0.079,0.029,0.178,0.519,0.405,0.553,0.289,0.286,0.314,0.3,0.255,0.693,0.002,1,0.264,0.303,2,0,
172,Randy Foye,32,DEN,SG,54,7,1070,0.351,17.2,0.492,0.198,0.087,0.027,0.18,0.508,0.409,0.53,0.276,0.222,0.367,0.296,0.254,0.64,0.003,1,0.213,0.333,2,0,
172,Randy Foye,32,OKC,SG,27,1,572,0.349,17.5,0.456,0.188,0.06,0.034,0.174,0.544,0.397,0.607,0.333,0.4,0.192,0.309,0.259,0.8,0,0,0.37,0.267,0,0,
173,Luis Scola,35,TOR,PF,76,76,1636,0.45,11.6,0.731,0.268,0.249,0.074,0.14,0.269,0.467,0.613,0.403,0.341,0.369,0.404,0.603,0.985,0.002,1,0.497,0.475,0,0,
174,Trevor Booker,28,UTA,PF,79,2,1632,0.49,5.8,0.894,0.601,0.186,0.039,0.07,0.106,0.513,0.635,0.306,0.133,0.222,0.293,0.596,1,0.168,61,0.78,0.344,1,0,
175,Alonzo Gee,28,NOP,SF,73,38,1632,0.518,8.2,0.765,0.561,0.082,0.035,0.078,0.235,0.59,0.699,0.286,0.111,0.35,0.283,0.687,1,0.282,65,0.9,0.296,0,0,
176,Markieff Morris,26,2TM,PF,64,45,1629,0.425,12.8,0.784,0.258,0.142,0.182,0.202,0.216,0.458,0.6,0.353,0.435,0.372,0.303,0.605,0.979,0.075,49,0.142,0.318,2,1,
176,Markieff Morris,26,PHO,PF,37,24,917,0.397,11.6,0.824,0.283,0.165,0.181,0.195,0.176,0.42,0.549,0.31,0.41,0.333,0.289,0.523,1,0.063,23,0.079,0.167,1,0,
176,Markieff Morris,26,WAS,PF,27,21,712,0.467,14,0.725,0.22,0.108,0.185,0.213,0.275,0.524,0.698,0.452,0.472,0.426,0.316,0.716,0.96,0.094,26,0.203,0.375,1,1,
177,Dennis Schröder,22,ATL,PG,80,6,1621,0.421,12.6,0.694,0.371,0.078,0.063,0.182,0.306,0.465,0.528,0.344,0.388,0.415,0.322,0.23,0.727,0.005,2,0.109,0.346,4,0,6MOY-9
178,Tony Allen,34,MEM,SG,64,57,1620,0.458,6.3,0.91,0.582,0.168,0.047,0.113,0.09,0.468,0.575,0.203,0.364,0.358,0.357,0.58,0.933,0.051,23,0.714,0.367,0,0,"DPOY-8,DEF2"
179,Tyson Chandler,33,PHO,C,66,60,1618,0.583,2.8,0.997,0.768,0.124,0.038,0.067,0.003,0.585,0.685,0.333,0.167,0.143,0,0.667,,0.373,103,0,,1,0,
180,Wayne Ellington,28,BRK,SG,76,41,1615,0.389,18.3,0.522,0.123,0.045,0.061,0.294,0.478,0.416,0.609,0.32,0.353,0.364,0.358,0.574,0.865,0.011,6,0.332,0.393,1,0,
181,T.J. McConnell,23,PHI,PG,81,17,1606,0.47,12.4,0.808,0.19,0.244,0.241,0.134,0.192,0.499,0.58,0.478,0.5,0.419,0.348,0.198,0.613,0,0,0.18,0.438,5,0,
182,Lavoy Allen,26,IND,PF,79,28,1599,0.516,7.6,1,0.381,0.273,0.103,0.243,0,0.516,0.709,0.446,0.289,0.389,,0.691,,0.081,28,,,0,0,
183,Jahlil Okafor,20,PHI,C,53,48,1591,0.508,6.3,0.992,0.394,0.327,0.192,0.079,0.008,0.511,0.675,0.463,0.353,0.274,0.167,0.412,1,0.058,40,0.167,0,0,0,ROY-5
184,Gerald Green,30,MIA,SG,69,14,1557,0.392,16.8,0.557,0.148,0.075,0.135,0.199,0.443,0.446,0.586,0.318,0.494,0.359,0.323,0.527,0.929,0.046,22,0.335,0.333,1,0,
185,Jonas Valančiūnas,23,TOR,C,60,59,1557,0.565,4.2,1,0.543,0.312,0.084,0.062,0,0.565,0.646,0.473,0.489,0.424,,0.611,,0.112,53,,,0,0,
186,Andre Roberson,24,OKC,SG,70,70,1553,0.496,9.8,0.624,0.533,0.077,0.007,0.007,0.376,0.608,0.637,0.524,0,0,0.311,0.712,0.969,0.157,40,0.748,0.364,1,0,
187,Tim Duncan,39,SAS,C,61,60,1536,0.488,7.2,0.995,0.324,0.406,0.088,0.179,0.005,0.49,0.671,0.458,0.385,0.278,0,0.684,,0.011,4,0,,1,0,
188,Shaun Livingston,30,GSW,PG,78,3,1520,0.536,9.2,0.968,0.259,0.201,0.404,0.106,0.032,0.548,0.724,0.434,0.523,0.425,0.167,0.473,1,0.106,36,0.667,0.25,1,0,6MOY-11
189,Darrell Arthur,27,DEN,PF,70,16,1516,0.452,14.6,0.761,0.209,0.096,0.115,0.342,0.239,0.473,0.569,0.362,0.446,0.455,0.385,0.784,1,0.045,19,0.282,0.364,2,0,
190,Jordan Hill,28,IND,C,73,11,1513,0.506,8,0.998,0.332,0.281,0.148,0.237,0.002,0.507,0.659,0.474,0.506,0.338,0,0.561,,0.067,35,1,0,0,0,
191,Jerryd Bayless,27,MIL,SG,52,18,1505,0.423,17.5,0.471,0.149,0.101,0.069,0.156,0.529,0.408,0.492,0.295,0.4,0.397,0.437,0.393,0.901,0.011,4,0.286,0.439,2,0,
192,Raul Neto,23,UTA,PG,81,53,1499,0.431,14.1,0.612,0.237,0.153,0.115,0.108,0.388,0.453,0.586,0.328,0.354,0.444,0.395,0.233,0.797,0.002,1,0.37,0.417,3,0,
193,Kosta Koufos,26,SAC,C,78,14,1482,0.532,4.4,1,0.376,0.541,0.077,0.005,0,0.532,0.695,0.45,0.324,0,,0.742,,0.063,27,,,0,0,
194,Eric Gordon,27,NOP,SG,45,44,1481,0.418,16.3,0.467,0.225,0.096,0.033,0.116,0.533,0.457,0.524,0.358,0.5,0.391,0.384,0.441,0.85,0.022,10,0.153,0.289,0,0,
195,Clint Capela,21,HOU,C,77,35,1471,0.582,1.7,0.997,0.786,0.209,0,0.003,0.003,0.583,0.66,0.301,,0,0,0.667,,0.277,98,0,,1,0,
196,Austin Rivers,23,LAC,SG,67,7,1464,0.438,13.4,0.641,0.277,0.165,0.079,0.12,0.359,0.495,0.615,0.447,0.341,0.387,0.335,0.341,0.823,0.006,2,0.216,0.4,1,0,
197,C.J. Miles,28,IND,SF,64,24,1464,0.409,18.5,0.39,0.158,0.071,0.055,0.104,0.61,0.474,0.56,0.378,0.486,0.409,0.367,0.487,0.915,0.027,12,0.155,0.467,2,0,
198,Tayshaun Prince,35,MIN,SF,77,44,1462,0.445,14.5,0.9,0.127,0.14,0.127,0.507,0.1,0.476,0.759,0.375,0.483,0.431,0.174,0.745,1,0.022,5,0.957,0.182,0,0,
199,Maurice Harkless,22,POR,SF,78,14,1457,0.474,9.7,0.659,0.501,0.117,0.012,0.029,0.341,0.576,0.66,0.292,0.4,0.333,0.279,0.558,0.949,0.17,61,0.486,0.265,1,0,
200,Andrew Bogut,31,GSW,C,70,66,1451,0.627,2.7,0.996,0.677,0.258,0.047,0.014,0.004,0.626,0.757,0.375,0.231,0.25,1,0.764,0,0.297,78,0,,0,0,
201,JaMychal Green,25,MEM,PF,78,15,1446,0.465,8.6,0.909,0.481,0.137,0.067,0.224,0.091,0.478,0.563,0.353,0.455,0.378,0.333,0.665,1,0.133,53,0.644,0.379,1,0,
202,Ben McLemore,22,SAC,SG,68,53,1443,0.429,14.2,0.593,0.262,0.138,0.053,0.141,0.407,0.474,0.689,0.238,0.5,0.297,0.362,0.68,0.925,0.053,21,0.389,0.347,0,0,
203,Derrick Williams,24,NYK,SF,80,9,1435,0.45,11.3,0.735,0.391,0.096,0.094,0.154,0.265,0.506,0.633,0.296,0.453,0.345,0.293,0.59,0.864,0.087,47,0.353,0.415,2,0,
204,Gerald Henderson,28,POR,SG,72,0,1431,0.439,14.9,0.743,0.157,0.096,0.183,0.304,0.257,0.468,0.747,0.314,0.412,0.41,0.353,0.5,0.958,0.043,22,0.529,0.444,0,0,
205,Mario Hezonja,20,ORL,SF,79,9,1413,0.433,16.9,0.541,0.203,0.081,0.05,0.206,0.459,0.504,0.659,0.412,0.476,0.395,0.349,0.526,0.836,0.053,19,0.182,0.429,4,0,
206,Willie Cauley-Stein,22,SAC,C,66,39,1412,0.563,3.7,0.994,0.602,0.271,0.065,0.056,0.006,0.567,0.667,0.457,0.364,0.263,0,0.759,,0.286,81,1,0,0,0,
207,Ty Lawson,28,2TM,PG,66,13,1411,0.393,13.8,0.695,0.237,0.102,0.121,0.234,0.305,0.419,0.571,0.389,0.395,0.289,0.333,0.214,0.806,0,0,0.194,0.381,3,0,
207,Ty Lawson,28,HOU,PG,53,12,1176,0.387,14.9,0.672,0.216,0.111,0.111,0.233,0.328,0.415,0.581,0.344,0.406,0.299,0.33,0.238,0.839,0,0,0.191,0.389,2,0,
207,Ty Lawson,28,IND,PG,13,1,235,0.418,12.7,0.791,0.328,0.06,0.164,0.239,0.209,0.434,0.545,0.75,0.364,0.25,0.357,0.13,0.6,0,0,0.214,0.333,1,0,
208,David West,35,SAS,PF,78,19,1404,0.545,10.1,0.984,0.257,0.23,0.152,0.346,0.016,0.546,0.713,0.485,0.5,0.484,0.429,0.784,1,0.029,11,0.143,0,0,0,
209,Kelly Olynyk,24,BOS,C,69,8,1395,0.455,12.8,0.622,0.356,0.113,0.056,0.097,0.378,0.486,0.657,0.238,0.323,0.241,0.405,0.619,0.953,0.018,10,0.11,0.609,0,0,
210,Boris Diaw,33,SAS,PF,76,4,1386,0.527,8.7,0.82,0.394,0.277,0.073,0.076,0.18,0.564,0.662,0.547,0.25,0.414,0.362,0.48,0.96,0,0,0.072,0.2,1,0,6MOY-12
211,Trey Lyles,20,UTA,PF,80,33,1382,0.438,12.8,0.706,0.236,0.181,0.126,0.165,0.294,0.461,0.573,0.392,0.418,0.403,0.383,0.585,0.959,0.039,15,0.547,0.443,1,0,
212,Mario Chalmers,29,2TM,PG,61,7,1373,0.41,12.8,0.664,0.32,0.203,0.056,0.086,0.336,0.461,0.528,0.411,0.36,0.395,0.309,0.213,0.739,0.002,0,0.255,0.263,4,0,
212,Mario Chalmers,29,MIA,PG,6,0,120,0.313,13.3,0.656,0.313,0.188,0.031,0.125,0.344,0.429,0.5,0.167,1,0.5,0.091,0.222,1,0,0,0.636,0.143,1,0,
212,Mario Chalmers,29,MEM,PG,55,7,1253,0.417,12.2,0.665,0.32,0.204,0.058,0.083,0.335,0.464,0.53,0.429,0.333,0.382,0.326,0.213,0.733,0.002,0,0.225,0.29,3,0,
213,Lance Stephenson,25,2TM,SF,69,13,1372,0.481,10.6,0.835,0.386,0.154,0.101,0.194,0.165,0.5,0.661,0.315,0.396,0.38,0.385,0.253,0.733,0.027,11,0.321,0.28,1,0,
213,Lance Stephenson,25,LAC,SF,43,10,680,0.494,12.3,0.717,0.367,0.078,0.084,0.187,0.283,0.529,0.705,0.308,0.357,0.355,0.404,0.27,0.789,0.036,5,0.447,0.333,1,0,
213,Lance Stephenson,25,MEM,SF,26,3,692,0.474,8.9,0.899,0.396,0.195,0.11,0.198,0.101,0.487,0.639,0.317,0.412,0.393,0.355,0.244,0.636,0.023,6,0.129,0,0,0,
214,Myles Turner,19,IND,C,60,30,1367,0.498,10.8,0.974,0.292,0.13,0.189,0.364,0.026,0.506,0.69,0.464,0.4,0.425,0.214,0.797,1,0.053,26,0.143,0.5,0,0,ROY-8
215,Trey Burke,23,UTA,PG,64,0,1366,0.413,16.2,0.596,0.159,0.117,0.118,0.202,0.404,0.46,0.525,0.392,0.48,0.438,0.344,0.144,0.909,0,0,0.215,0.345,6,0,
216,Brandon Bass,30,LAL,PF,66,0,1342,0.549,5.1,0.994,0.596,0.132,0.151,0.114,0.006,0.552,0.667,0.381,0.396,0.361,0,0.764,,0.287,86,0,,0,0,
217,Anthony Tolliver,30,DET,PF,72,5,1341,0.386,21.3,0.181,0.099,0.021,0.021,0.042,0.819,0.5,0.667,0.143,0.429,0.286,0.36,0.767,0.99,0.018,6,0.32,0.379,0,0,
218,Meyers Leonard,23,POR,PF,61,10,1333,0.448,18,0.476,0.103,0.097,0.124,0.149,0.524,0.527,0.533,0.548,0.5,0.523,0.377,0.752,1,0.025,9,0.127,0.345,2,0,
219,Timofey Mozgov,29,CLE,C,76,48,1326,0.565,4.7,0.981,0.61,0.178,0.103,0.089,0.019,0.574,0.689,0.391,0.297,0.469,0.143,0.851,1,0.251,78,0.857,0.167,0,0,
220,Richard Jefferson,35,CLE,SF,74,5,1326,0.458,16.1,0.446,0.231,0.08,0.054,0.08,0.554,0.554,0.75,0.32,0.353,0.36,0.382,0.714,0.955,0.054,15,0.486,0.44,0,0,
221,Donald Sloan,28,BRK,PG,61,33,1318,0.44,11.8,0.717,0.391,0.103,0.057,0.166,0.283,0.462,0.562,0.333,0.25,0.379,0.384,0.31,0.868,0.003,1,0.283,0.429,2,0,
222,Iman Shumpert,25,CLE,SG,54,5,1316,0.374,16.7,0.521,0.197,0.069,0.072,0.184,0.479,0.447,0.6,0.143,0.227,0.482,0.295,0.507,0.977,0.056,12,0.404,0.288,3,0,
223,Lance Thomas,27,NYK,PF,59,5,1313,0.442,13.4,0.715,0.217,0.183,0.105,0.209,0.285,0.458,0.578,0.357,0.45,0.425,0.404,0.592,0.909,0.026,10,0.541,0.39,1,0,
224,P.J. Hairston,23,2TM,SF,66,52,1313,0.355,16.9,0.409,0.218,0.069,0.042,0.081,0.591,0.449,0.596,0.286,0.235,0.303,0.29,0.613,0.971,0.02,5,0.257,0.306,0,0,
224,P.J. Hairston,23,CHO,SF,48,43,938,0.359,17.8,0.377,0.207,0.054,0.036,0.08,0.623,0.433,0.544,0.2,0.3,0.364,0.314,0.756,0.981,0.014,2,0.273,0.34,0,0,
224,P.J. Hairston,23,MEM,SF,18,9,375,0.348,16,0.477,0.242,0.098,0.053,0.083,0.523,0.476,0.688,0.385,0.143,0.182,0.232,0.4,0.938,0.03,3,0.217,0.2,0,0,
225,Tony Snell,24,CHI,SF,64,33,1301,0.372,15.6,0.543,0.204,0.162,0.035,0.142,0.457,0.38,0.478,0.273,0.667,0.292,0.361,0.457,0.946,0.038,10,0.232,0.306,1,0,
226,Devin Harris,32,DAL,PG,64,0,1280,0.447,14.3,0.578,0.316,0.104,0.051,0.107,0.422,0.532,0.653,0.333,0.474,0.4,0.329,0.47,0.923,0,0,0.392,0.419,6,0,
227,Rodney Stuckey,29,IND,PG,58,1,1275,0.413,12.4,0.813,0.287,0.129,0.129,0.271,0.187,0.453,0.575,0.368,0.404,0.383,0.241,0.405,0.85,0.002,0,0.41,0.206,3,0,
228,Luc Mbah a Moute,29,LAC,PF,75,61,1274,0.454,8.2,0.807,0.536,0.116,0.029,0.126,0.193,0.485,0.541,0.458,0,0.385,0.325,0.901,1,0.063,10,0.9,0.333,0,0,
